h3,species_use_log_pred,plausibility
606916319094243327,0.00845911,0
606916321241726975,0.0227791,0
606916399893315583,0.0115374,0
606916400027533311,0.010536,0
606916400161751039,0.0111468,0
606916400295968767,0.010073,0
606916400430186495,0.0103007,0
606916400564404223,0.00990276,0
606916400698621951,0.0122204,0
606916400967057407,0.0115124,0
606916401235492863,0.0115237,0
606916401503928319,0.0108802,0
606916401772363775,0.0104945,0
606916402040799231,0.0107599,0
606916402175016959,0.0102785,0
606916402309234687,0.0117274,0
606916402443452415,0.0124311,0
606916402577670143,0.00990013,0
606916402711887871,0.0108807,0
606916402846105599,0.0121642,0
606916403114541055,0.0101377,0
606916403248758783,0.017876,0
606916403382976511,0.00900231,0
606916403517194239,0.0106346,0
606916403651411967,0.0130092,0
606916403785629695,0.0103917,0
606916403919847423,0.0114984,0
606916404188282879,0.0123985,0
606916404322500607,0.0100323,0
606916404456718335,0.0110009,0
606916404590936063,0.00956844,0
606916404725153791,0.0130335,0
606916404859371519,0.0112253,0
606916404993589247,0.0111359,0
606916405262024703,0.0101618,0
606916405396242431,0.0136375,0
606916405530460159,0.0100054,0
606916405664677887,0.0131629,0
606916405798895615,0.010368,0
606916405933113343,0.0076848,0
606916406067331071,0.0117545,0
606916406335766527,0.0187073,0
606916406469984255,0.012127,0
606916406604201983,0.0145927,0
606916406738419711,0.0160106,0
606916406872637439,0.0122742,0
606916407006855167,0.0136418,0
606916407141072895,0.0154754,0
606916417073184767,0.0101734,0
606916417207402495,0.0110446,0
606916417341620223,0.00902652,0
606916417475837951,0.0082943,0
606916417610055679,0.012051,0
606916417744273407,0.010813,0
606916417878491135,0.0106291,0
606916418146926591,0.0112421,0
606916418281144319,0.014531,0
606916418415362047,0.0107983,0
606916418549579775,0.0117007,0
606916418683797503,0.0111506,0
606916418818015231,0.0115061,0
606916418952232959,0.0123081,0
606916419220668415,0.00978426,0
606916419354886143,0.0102321,0
606916419489103871,0.0101348,0
606916419623321599,0.00820476,0
606916419757539327,0.00875033,0
606916419891757055,0.00773899,0
606916420025974783,0.0105871,0
606916420294410239,0.00801154,0
606916420428627967,0.00848889,0
606916420562845695,0.00919971,0
606916420697063423,0.00792902,0
606916420831281151,0.0109239,0
606916420965498879,0.00922565,0
606916421099716607,0.00884464,0
606916421368152063,0.0137162,0
606916421502369791,0.012131,0
606916421636587519,0.0117335,0
606916421770805247,0.0138373,0
606916421905022975,0.0152363,0
606916422039240703,0.0137981,0
606916422173458431,0.0133181,0
606916422441893887,0.0129748,0
606916422576111615,0.0134787,0
606916422710329343,0.0121436,0
606916422844547071,0.0140307,0
606916422978764799,0.0119977,0
606916423112982527,0.0129557,0
606916423247200255,0.014647,0
606916423515635711,0.00997496,0
606916423649853439,0.00983768,0
606916423784071167,0.0101948,0
606916423918288895,0.010254,0
606916424052506623,0.0108767,0
606916424186724351,0.0114326,0
606916424320942079,0.0131668,0
606916425663119359,0.0112576,0
606916425931554815,0.00796354,0
606916426199990271,0.00922644,0
606916426468425727,0.0108691,0
606916427810603007,0.00751638,0
606916428079038463,0.00724114,0
606916428347473919,0.00705557,0
606916428615909375,0.00712715,0
606916429958086655,0.00926294,0
606916430092304383,0.0115206,0
606916430226522111,0.012561,0
606916430360739839,0.00840218,0
606916430494957567,0.0107977,0
606916430629175295,0.00939712,0
606916430763393023,0.0126596,0
606916431837134847,0.0113753,0
606916432105570303,0.00810745,0
606916432239788031,0.00711144,0
606916432374005759,0.00951014,0
606916432508223487,0.00711144,0
606916432642441215,0.0117688,0
606916432776658943,0.00676322,0
606916432910876671,0.0119567,0
606916434253053951,0.0134562,0
606916434387271679,0.0107163,0
606916434521489407,0.0137859,0
606916434655707135,0.0178988,0
606916434789924863,0.0139542,0
606916434924142591,0.0141746,0
606916435058360319,0.0123575,0
606916435326795775,0.0136168,0
606916435461013503,0.0112557,0
606916435595231231,0.0124817,0
606916435729448959,0.00949625,0
606916435863666687,0.0159542,0
606916435997884415,0.0147581,0
606916436132102143,0.0159756,0
606916436400537599,0.0118465,0
606916436534755327,0.0185111,0
606916436668973055,0.0144108,0
606916436803190783,0.0191507,0
606916436937408511,0.0146737,0
606916437071626239,0.0290923,0
606916437205843967,0.0269831,0
606916437474279423,0.0244524,0
606916437608497151,0.0121,0
606916437742714879,0.0160284,0
606916437876932607,0.0146873,0
606916438011150335,0.0154969,0
606916438145368063,0.0139235,0
606916438279585791,0.0135425,0
606916438548021247,0.0156861,0
606916438682238975,0.0136779,0
606916438816456703,0.0150361,0
606916438950674431,0.0156336,0
606916439084892159,0.0112373,0
606916439219109887,0.0126278,0
606916439353327615,0.0144008,0
606916439621763071,0.0130865,0
606916439755980799,0.0127951,0
606916439890198527,0.0160028,0
606916440024416255,0.01684,0
606916440158633983,0.0111178,0
606916440292851711,0.00968775,0
606916440427069439,0.0183867,0
606916440695504895,0.0123385,0
606916440829722623,0.0136919,0
606916440963940351,0.0163164,0
606916441098158079,0.0162289,0
606916441232375807,0.0150359,0
606916441366593535,0.0140925,0
606916441500811263,0.0145271,0
606916445258907647,0.00598651,0
606916445795778559,0.00698824,0
606916447137955839,0.0119959,0
606916447406391295,0.0222623,0
606916447540609023,0.00927543,0
606916447674826751,0.0124688,0
606916447943262207,0.0135138,0
606916449285439487,0.00750569,0
606916449419657215,0.00675854,0
606916449553874943,0.00693619,0
606916449688092671,0.00721628,0
606916449822310399,0.0105067,0
606916449956528127,0.00901376,0
606916450090745855,0.00700028,0
606916451432923135,0.0170724,0
606916451567140863,0.0197823,0
606916451701358591,0.0207648,0
606916451835576319,0.0201061,0
606916451969794047,0.0182219,0
606916452104011775,0.0148618,0
606916452238229503,0.019802,0
606916452506664959,0.0135358,0
606916452640882687,0.00980361,0
606916452775100415,0.0216625,0
606916452909318143,0.0160189,0
606916453043535871,0.0134023,0
606916453177753599,0.0110391,0
606916453311971327,0.0139453,0
606916453580406783,0.0174146,0
606916453714624511,0.0159357,0
606916453848842239,0.0165141,0
606916453983059967,0.0184325,0
606916454117277695,0.0192652,0
606916454251495423,0.0190039,0
606916454385713151,0.0161324,0
606916454654148607,0.0162217,0
606916454788366335,0.0147238,0
606916454922584063,0.0137183,0
606916455056801791,0.0137763,0
606916455191019519,0.0171523,0
606916455325237247,0.0160439,0
606916455459454975,0.0176078,0
606916455727890431,0.0167255,0
606916455862108159,0.0150126,0
606916455996325887,0.0160035,0
606916456130543615,0.0195397,0
606916456264761343,0.024949,0
606916456398979071,0.0192749,0
606916456533196799,0.0259764,0
606916456801632255,0.0169795,0
606916456935849983,0.0157848,0
606916457070067711,0.0152429,0
606916457204285439,0.0141171,0
606916457338503167,0.0215965,0
606916457472720895,0.0215729,0
606916457606938623,0.0209116,0
606916457875374079,0.0219321,0
606916458009591807,0.0204573,0
606916458143809535,0.018624,0
606916458278027263,0.0194909,0
606916458412244991,0.0209634,0
606916458546462719,0.0214292,0
606916458680680447,0.0226892,0
606916537332269055,0.00779603,0
606916537466486783,0.00707616,0
606916537600704511,0.00874195,0
606916537734922239,0.00733468,0
606916537869139967,0.0070131,0
606916538003357695,0.00627639,0
606916538137575423,0.0067542,0
606916538406010879,0.0057266,0
606916538540228607,0.00614141,0
606916538674446335,0.007118,0
606916538808664063,0.0086227,0
606916538942881791,0.00760252,0
606916539077099519,0.00673162,0
606916539211317247,0.00633688,0
606916539479752703,0.00606042,0
606916539613970431,0.00528591,0
606916539748188159,0.00780208,0
606916539882405887,0.00683635,0
606916540016623615,0.00571116,0
606916540150841343,0.0061564,0
606916540285059071,0.00531989,0
606916540553494527,0.00675617,0
606916540687712255,0.0102475,0
606916540821929983,0.00528591,0
606916540956147711,0.00580195,0
606916541090365439,0.00649041,0
