h3,species_use_log_pred,plausibility
606916319094243327,0.368676,0
606916321241726975,0.448034,0
606916399893315583,0.559141,0
606916400027533311,0.606432,0
606916400161751039,0.550932,0
606916400295968767,0.546267,0
606916400430186495,0.654949,0
606916400564404223,0.618146,0
606916400698621951,0.595089,0
606916400967057407,0.564679,0
606916401235492863,0.555502,0
606916401503928319,0.573033,0
606916401772363775,0.575179,0
606916402040799231,0.524104,0
606916402175016959,0.513731,0
606916402309234687,0.582926,0
606916402443452415,0.539919,0
606916402577670143,0.546802,0
606916402711887871,0.519592,0
606916402846105599,0.58519,0
606916403114541055,0.537949,0
606916403248758783,0.552131,0
606916403382976511,0.532888,0
606916403517194239,0.590415,0
606916403651411967,0.536793,0
606916403785629695,0.547347,0
606916403919847423,0.536727,0
606916404188282879,0.635054,0
606916404322500607,0.670465,0
606916404456718335,0.621394,0
606916404590936063,0.636625,0
606916404725153791,0.675493,0
606916404859371519,0.661891,0
606916404993589247,0.658295,0
606916405262024703,0.64428,0
606916405396242431,0.594996,0
606916405530460159,0.642819,0
606916405664677887,0.605915,0
606916405798895615,0.686224,0
606916405933113343,0.670114,0
606916406067331071,0.67853,0
606916406335766527,0.638825,0
606916406469984255,0.528645,0
606916406604201983,0.63855,0
606916406738419711,0.599166,0
606916406872637439,0.622071,0
606916407006855167,0.606396,0
606916407141072895,0.652776,0
606916417073184767,0.531465,0
606916417207402495,0.533816,0
606916417341620223,0.475823,0
606916417475837951,0.485137,0
606916417610055679,0.63475,0
606916417744273407,0.627372,0
606916417878491135,0.553724,0
606916418146926591,0.558499,0
606916418281144319,0.518411,0
606916418415362047,0.534659,0
606916418549579775,0.495643,0
606916418683797503,0.618369,0
606916418818015231,0.558517,0
606916418952232959,0.582524,0
606916419220668415,0.462675,0
606916419354886143,0.506224,0
606916419489103871,0.473339,0
606916419623321599,0.482649,0
606916419757539327,0.54684,0
606916419891757055,0.501105,0
606916420025974783,0.488326,0
606916420294410239,0.484816,0
606916420428627967,0.500503,0
606916420562845695,0.511259,0
606916420697063423,0.46862,0
606916420831281151,0.520042,0
606916420965498879,0.511332,0
606916421099716607,0.481315,0
606916421368152063,0.542178,0
606916421502369791,0.608599,0
606916421636587519,0.514744,0
606916421770805247,0.619604,0
606916421905022975,0.572098,0
606916422039240703,0.613801,0
606916422173458431,0.537556,0
606916422441893887,0.658146,0
606916422576111615,0.6443,0
606916422710329343,0.611575,0
606916422844547071,0.639209,0
606916422978764799,0.654097,0
606916423112982527,0.65058,0
606916423247200255,0.604913,0
606916423515635711,0.487916,0
606916423649853439,0.525618,0
606916423784071167,0.486045,0
606916423918288895,0.510965,0
606916424052506623,0.481988,0
606916424186724351,0.541389,0
606916424320942079,0.506154,0
606916425663119359,0.546014,0
606916425931554815,0.511595,0
606916426199990271,0.534968,0
606916426468425727,0.505117,0
606916427810603007,0.473068,0
606916428079038463,0.46122,0
606916428347473919,0.482621,0
606916428615909375,0.472956,0
606916429958086655,0.535165,0
606916430092304383,0.554193,0
606916430226522111,0.501443,0
606916430360739839,0.51838,0
606916430494957567,0.552648,0
606916430629175295,0.581192,0
606916430763393023,0.522079,0
606916431837134847,0.595572,0
606916432105570303,0.474393,0
606916432239788031,0.487058,0
606916432374005759,0.484006,0
606916432508223487,0.47082,0
606916432642441215,0.485358,0
606916432776658943,0.483807,0
606916432910876671,0.520456,0
606916434253053951,0.649633,0
606916434387271679,0.683985,0
606916434521489407,0.651323,0
606916434655707135,0.647121,0
606916434789924863,0.622835,0
606916434924142591,0.644037,0
606916435058360319,0.631291,0
606916435326795775,0.655053,0
606916435461013503,0.647347,0
606916435595231231,0.685282,0
606916435729448959,0.66403,0
606916435863666687,0.661359,0
606916435997884415,0.630559,0
606916436132102143,0.678061,0
606916436400537599,0.689175,0
606916436534755327,0.683824,0
606916436668973055,0.677818,0
606916436803190783,0.673933,0
606916436937408511,0.678342,0
606916437071626239,0.68458,0
606916437205843967,0.760046,0
606916437474279423,0.752137,0
606916437608497151,0.715766,0
606916437742714879,0.706208,0
606916437876932607,0.73075,0
606916438011150335,0.699151,0
606916438145368063,0.689079,0
606916438279585791,0.712407,0
606916438548021247,0.633234,0
606916438682238975,0.615945,0
606916438816456703,0.663105,0
606916438950674431,0.649644,0
606916439084892159,0.599099,0
606916439219109887,0.599288,0
606916439353327615,0.627636,0
606916439621763071,0.617793,0
606916439755980799,0.642784,0
606916439890198527,0.643639,0
606916440024416255,0.65291,0
606916440158633983,0.602702,0
606916440292851711,0.622872,0
606916440427069439,0.601025,0
606916440695504895,0.653063,0
606916440829722623,0.636437,0
606916440963940351,0.693794,0
606916441098158079,0.701055,0
606916441232375807,0.622773,0
606916441366593535,0.647788,0
606916441500811263,0.663616,0
606916445258907647,0.607768,0
606916445795778559,0.633657,0
606916447137955839,0.622698,0
606916447406391295,0.675881,0
606916447540609023,0.645156,0
606916447674826751,0.612243,0
606916447943262207,0.631269,0
606916449285439487,0.719557,0
606916449419657215,0.674646,0
606916449553874943,0.687333,0
606916449688092671,0.696055,0
606916449822310399,0.684993,0
606916449956528127,0.65814,0
606916450090745855,0.669148,0
606916451432923135,0.597928,0
606916451567140863,0.63098,0
606916451701358591,0.57736,0
606916451835576319,0.58645,0
606916451969794047,0.623247,0
606916452104011775,0.626284,0
606916452238229503,0.648938,0
606916452506664959,0.671816,0
606916452640882687,0.628972,0
606916452775100415,0.669854,0
606916452909318143,0.691754,0
606916453043535871,0.673592,0
606916453177753599,0.611833,0
606916453311971327,0.662362,0
606916453580406783,0.567518,0
606916453714624511,0.537642,0
606916453848842239,0.537304,0
606916453983059967,0.534159,0
606916454117277695,0.5609,0
606916454251495423,0.557311,0
606916454385713151,0.562747,0
606916454654148607,0.643884,0
606916454788366335,0.65332,0
606916454922584063,0.570456,0
606916455056801791,0.624546,0
606916455191019519,0.611002,0
606916455325237247,0.645254,0
606916455459454975,0.561181,0
606916455727890431,0.665969,0
606916455862108159,0.690482,0
606916455996325887,0.62968,0
606916456130543615,0.626651,0
606916456264761343,0.705317,0
606916456398979071,0.755208,0
606916456533196799,0.674871,0
606916456801632255,0.743158,0
