h3,species_use_log_pred,plausibility
606916319094243327,0.523948,0
606916321241726975,0.486109,0
606916399893315583,0.851399,0
606916400027533311,0.862521,0
606916400161751039,0.864455,0
606916400295968767,0.850389,0
606916400430186495,0.881082,0
606916400564404223,0.865373,0
606916400698621951,0.874402,0
606916400967057407,0.871151,0
606916401235492863,0.850488,0
606916401503928319,0.88148,0
606916401772363775,0.861703,0
606916402040799231,0.872498,0
606916402175016959,0.873286,0
606916402309234687,0.872666,0
606916402443452415,0.890081,0
606916402577670143,0.832407,0
606916402711887871,0.839831,0
606916402846105599,0.887348,0
606916403114541055,0.854132,0
606916403248758783,0.826946,0
606916403382976511,0.844732,0
606916403517194239,0.87865,0
606916403651411967,0.846237,0
606916403785629695,0.832771,0
606916403919847423,0.825703,0
606916404188282879,0.892993,0
606916404322500607,0.904864,0
606916404456718335,0.901634,0
606916404590936063,0.883095,0
606916404725153791,0.896872,0
606916404859371519,0.87596,0
606916404993589247,0.906273,0
606916405262024703,0.86062,0
606916405396242431,0.894861,0
606916405530460159,0.890913,0
606916405664677887,0.824441,0
606916405798895615,0.932851,0
606916405933113343,0.897358,0
606916406067331071,0.894225,0
606916406335766527,0.876606,0
606916406469984255,0.838018,0
606916406604201983,0.840448,0
606916406738419711,0.861121,0
606916406872637439,0.884667,0
606916407006855167,0.859821,0
606916407141072895,0.864485,0
606916417073184767,0.799738,0
606916417207402495,0.815946,0
606916417341620223,0.780249,0
606916417475837951,0.785814,0
606916417610055679,0.842488,0
606916417744273407,0.863493,0
606916417878491135,0.809151,0
606916418146926591,0.83536,0
606916418281144319,0.812369,0
606916418415362047,0.792974,0
606916418549579775,0.772352,0
606916418683797503,0.886025,0
606916418818015231,0.865124,0
606916418952232959,0.858114,0
606916419220668415,0.717078,0
606916419354886143,0.713227,0
606916419489103871,0.717472,0
606916419623321599,0.73183,0
606916419757539327,0.762833,0
606916419891757055,0.745036,0
606916420025974783,0.731915,0
606916420294410239,0.733008,0
606916420428627967,0.773777,0
606916420562845695,0.723574,0
606916420697063423,0.71133,0
606916420831281151,0.752714,0
606916420965498879,0.751194,0
606916421099716607,0.751706,0
606916421368152063,0.840627,0
606916421502369791,0.866539,0
606916421636587519,0.810801,0
606916421770805247,0.866796,0
606916421905022975,0.877981,0
606916422039240703,0.891434,0
606916422173458431,0.836014,0
606916422441893887,0.905944,0
606916422576111615,0.914905,0
606916422710329343,0.862097,0
606916422844547071,0.896015,0
606916422978764799,0.85754,0
606916423112982527,0.911031,0
606916423247200255,0.881275,0
606916423515635711,0.792317,0
606916423649853439,0.808306,0
606916423784071167,0.770797,0
606916423918288895,0.766542,0
606916424052506623,0.805151,0
606916424186724351,0.823183,0
606916424320942079,0.806197,0
606916425663119359,0.758277,0
606916425931554815,0.743051,0
606916426199990271,0.787179,0
606916426468425727,0.757852,0
606916427810603007,0.741695,0
606916428079038463,0.732012,0
606916428347473919,0.745969,0
606916428615909375,0.725872,0
606916429958086655,0.856663,0
606916430092304383,0.850625,0
606916430226522111,0.797786,0
606916430360739839,0.807563,0
606916430494957567,0.875944,0
606916430629175295,0.889891,0
606916430763393023,0.864263,0
606916431837134847,0.876378,0
606916432105570303,0.744771,0
606916432239788031,0.721938,0
606916432374005759,0.748924,0
