h3,species_use_log_pred,plausibility
606916319094243327,0.607164,0
606916321241726975,0.566412,0
606916399893315583,0.931451,0
606916400027533311,0.929028,0
606916400161751039,0.912803,0
606916400295968767,0.928803,0
606916400430186495,0.950564,0
606916400564404223,0.944703,0
606916400698621951,0.934647,0
606916400967057407,0.925664,0
606916401235492863,0.923157,0
606916401503928319,0.951793,0
606916401772363775,0.925349,0
606916402040799231,0.934162,0
606916402175016959,0.912395,0
606916402309234687,0.964959,0
606916402443452415,0.957877,0
606916402577670143,0.90489,0
606916402711887871,0.880627,0
606916402846105599,0.926343,0
606916403114541055,0.931206,0
606916403248758783,0.91522,0
606916403382976511,0.913744,0
606916403517194239,0.942284,0
606916403651411967,0.92196,0
606916403785629695,0.936046,0
606916403919847423,0.890762,0
606916404188282879,0.963982,0
606916404322500607,0.952084,0
606916404456718335,0.980815,0
606916404590936063,0.94257,0
606916404725153791,0.997941,0
606916404859371519,0.975822,0
606916404993589247,1.00256,0
606916405262024703,0.927959,0
606916405396242431,0.940252,0
606916405530460159,0.949202,0
606916405664677887,0.913259,0
606916405798895615,0.975158,0
606916405933113343,0.951366,0
606916406067331071,0.959408,0
606916406335766527,0.934349,0
606916406469984255,0.909022,0
606916406604201983,0.894376,0
606916406738419711,0.926099,0
606916406872637439,0.964788,0
606916407006855167,0.937653,0
606916407141072895,0.90882,0
606916417073184767,0.915748,0
606916417207402495,0.931808,0
606916417341620223,0.886635,0
606916417475837951,0.883834,0
606916417610055679,0.949332,0
606916417744273407,0.952604,0
606916417878491135,0.920047,0
606916418146926591,0.948485,0
606916418281144319,0.920907,0
606916418415362047,0.900376,0
606916418549579775,0.879438,0
606916418683797503,0.962418,0
606916418818015231,0.952771,0
606916418952232959,0.954578,0
606916419220668415,0.822446,0
606916419354886143,0.804732,0
606916419489103871,0.816967,0
606916419623321599,0.821323,0
606916419757539327,0.846922,0
606916419891757055,0.837726,0
606916420025974783,0.861566,0
606916420294410239,0.845736,0
606916420428627967,0.822292,0
606916420562845695,0.830224,0
606916420697063423,0.817266,0
606916420831281151,0.847448,0
606916420965498879,0.848756,0
606916421099716607,0.84153,0
606916421368152063,0.947618,0
606916421502369791,0.960023,0
606916421636587519,0.920593,0
606916421770805247,0.963715,0
606916421905022975,0.957145,0
606916422039240703,0.971673,0
606916422173458431,0.918353,0
606916422441893887,0.968578,0
606916422576111615,0.957807,0
606916422710329343,0.94727,0
606916422844547071,0.961175,0
606916422978764799,0.917753,0
606916423112982527,0.954938,0
606916423247200255,0.962235,0
606916423515635711,0.888148,0
606916423649853439,0.903902,0
606916423784071167,0.855379,0
606916423918288895,0.873523,0
606916424052506623,0.911489,0
606916424186724351,0.921588,0
606916424320942079,0.912917,0
606916425663119359,0.902476,0
606916425931554815,0.872859,0
606916426199990271,0.962766,0
606916426468425727,0.894664,0
606916427810603007,0.839425,0
606916428079038463,0.840513,0
606916428347473919,0.841642,0
606916428615909375,0.840432,0
606916429958086655,0.979704,0
606916430092304383,0.981218,0
606916430226522111,0.910168,0
606916430360739839,0.946636,0
606916430494957567,0.956323,0
606916430629175295,0.987981,0
606916430763393023,0.956761,0
606916431837134847,0.979805,0
606916432105570303,0.837573,0
606916432239788031,0.859367,0
606916432374005759,0.821185,0
606916432508223487,0.803974,0
606916432642441215,0.8778,0
606916432776658943,0.874823,0
606916432910876671,0.837924,0
606916434253053951,0.970002,0
606916434387271679,0.932661,0
606916434521489407,0.958666,0
606916434655707135,0.943256,0
606916434789924863,0.945536,0
606916434924142591,0.942238,0
606916435058360319,0.952223,0
606916435326795775,0.938457,0
606916435461013503,0.930421,0
606916435595231231,0.952597,0
606916435729448959,0.958696,0
606916435863666687,0.891485,0
606916435997884415,0.912931,0
606916436132102143,0.912383,0
606916436400537599,1.00219,0
606916436534755327,0.989711,0
606916436668973055,1.00002,0
606916436803190783,0.99676,0
606916436937408511,0.999307,0
606916437071626239,0.987729,0
606916437205843967,0.992754,0
606916437474279423,0.950331,0
606916437608497151,1.00021,0
606916437742714879,0.974185,0
606916437876932607,0.962072,0
606916438011150335,0.978361,0
606916438145368063,0.970887,0
606916438279585791,0.973121,0
606916438548021247,0.927999,0
606916438682238975,0.927022,0
606916438816456703,0.950191,0
606916438950674431,0.921086,0
606916439084892159,0.869865,0
606916439219109887,0.868425,0
606916439353327615,0.908221,0
606916439621763071,0.876703,0
606916439755980799,0.887249,0
606916439890198527,0.94272,0
606916440024416255,0.875012,0
606916440158633983,0.874311,0
606916440292851711,0.866105,0
606916440427069439,0.873543,0
606916440695504895,0.958908,0
606916440829722623,0.964672,0
606916440963940351,1.00839,0
606916441098158079,0.981861,0
606916441232375807,0.909715,0
606916441366593535,0.933241,0
606916441500811263,0.961622,0
606916445258907647,0.934734,0
606916445795778559,0.957814,0
606916447137955839,0.91599,0
606916447406391295,0.930216,0
606916447540609023,0.963157,0
606916447674826751,0.908628,0
606916447943262207,0.939529,0
606916449285439487,0.982875,0
606916449419657215,0.986803,0
606916449553874943,0.97173,0
606916449688092671,0.981154,0
606916449822310399,0.917951,0
606916449956528127,0.939634,0
606916450090745855,0.954047,0
606916451432923135,0.929892,0
606916451567140863,0.947813,0
606916451701358591,0.92094,0
606916451835576319,0.936359,0
606916451969794047,0.935788,0
606916452104011775,0.943617,0
606916452238229503,0.921759,0
606916452506664959,0.965447,0
606916452640882687,0.948192,0
606916452775100415,0.964509,0
606916452909318143,0.973981,0
606916453043535871,0.986594,0
606916453177753599,0.974691,0
606916453311971327,0.975685,0
606916453580406783,0.933551,0
606916453714624511,0.930053,0
606916453848842239,0.930995,0
606916453983059967,0.940322,0
606916454117277695,0.891501,0
606916454251495423,0.904024,0
606916454385713151,0.942764,0
606916454654148607,0.94084,0
606916454788366335,0.935389,0
606916454922584063,0.927471,0
606916455056801791,0.965935,0
606916455191019519,0.917578,0
606916455325237247,0.945924,0
606916455459454975,0.895782,0
606916455727890431,0.986783,0
606916455862108159,0.993148,0
606916455996325887,0.977779,0
606916456130543615,0.938363,0
606916456264761343,1.00363,0
606916456398979071,1.01025,0
606916456533196799,0.965813,0
606916456801632255,1.01002,0
606916456935849983,0.998226,0
606916457070067711,0.990778,0
606916457204285439,0.986913,0
606916457338503167,0.992167,0
606916457472720895,0.98425,0
606916457606938623,0.996639,0
606916457875374079,0.920361,0
606916458009591807,0.908876,0
606916458143809535,0.906756,0
606916458278027263,0.89328,0
606916458412244991,0.958282,0
606916458546462719,0.950175,0
606916458680680447,0.921763,0
606916537332269055,0.734008,0
606916537466486783,0.748411,0
606916537600704511,0.729854,0
606916537734922239,0.728192,0
606916537869139967,0.76319,0
606916538003357695,0.763428,0
606916538137575423,0.734571,0
606916538406010879,0.765066,0
606916538540228607,0.745444,0
606916538674446335,0.743229,0
606916538808664063,0.722433,0
606916538942881791,0.772471,0
606916539077099519,0.786554,0
606916539211317247,0.768521,0
606916539479752703,0.700448,0
606916539613970431,0.686564,0
606916539748188159,0.666998,0
606916539882405887,0.672635,0
606916540016623615,0.733745,0
606916540150841343,0.710178,0
606916540285059071,0.698778,0
606916540553494527,0.688987,0
606916540687712255,0.67597,0
606916540821929983,0.668362,0
606916540956147711,0.672068,0
606916541090365439,0.713865,0
606916541224583167,0.717396,0
606916541358800895,0.713021,0
606916541627236351,0.752012,0
606916541761454079,0.774546,0
606916541895671807,0.743544,0
606916542029889535,0.748968,0
606916542164107263,0.744689,0
606916542298324991,0.743859,0
606916542432542719,0.721698,0
606916542700978175,0.765432,0
606916542835195903,0.781315,0
606916542969413631,0.785167,0
606916543103631359,0.800918,0
606916543237849087,0.748202,0
606916543372066815,0.764543,0
606916543506284543,0.764828,0
606916543774719999,0.720498,0
606916543908937727,0.728624,0
606916544043155455,0.73743,0
606916544177373183,0.715524,0
606916544311590911,0.751153,0
606916544445808639,0.731334,0
606916544580026367,0.731875,0
606916550217170943,0.777593,0
606916550485606399,0.755766,0
606916550619824127,0.76084,0
606916550754041855,0.814482,0
606916550888259583,0.821567,0
606916551022477311,0.805225,0
606916552364654591,0.667318,0
606916552633090047,0.654123,0
606916552767307775,0.643138,0
606916552901525503,0.719287,0
606916553035743231,0.734014,0
606916553169960959,0.690806,0
606916554512138239,0.656773,0
606916554646355967,0.66304,0
606916554780573695,0.639251,0
606916554914791423,0.643938,0
606916555049009151,0.649972,0
606916555183226879,0.636075,0
606916555317444607,0.65511,0
606916555585880063,0.680688,0
606916555720097791,0.675519,0
606916555854315519,0.659292,0
606916555988533247,0.669928,0
606916556122750975,0.683253,0
606916556256968703,0.673776,0
606916556391186431,0.648305,0
606916556659621887,0.620026,0
606916556793839615,0.622831,0
606916556928057343,0.653488,0
606916557062275071,0.658177,0
606916557196492799,0.629085,0
606916557330710527,0.604734,0
606916557464928255,0.632486,0
606916557733363711,0.619758,0
606916557867581439,0.630713,0
606916558001799167,0.615327,0
606916558136016895,0.611893,0
606916558270234623,0.670623,0
606916558404452351,0.632379,0
606916558538670079,0.624244,0
606916558807105535,0.657248,0
606916558941323263,0.652268,0
606916559075540991,0.630696,0
606916559209758719,0.646004,0
606916559343976447,0.665899,0
606916559478194175,0.666726,0
606916559612411903,0.658752,0
606916559880847359,0.672214,0
606916560015065087,0.680124,0
606916560149282815,0.654099,0
606916560283500543,0.650004,0
606916560417718271,0.700662,0
606916560551935999,0.689435,0
606916560686153727,0.688078,0
606916560954589183,0.634431,0
606916561088806911,0.628843,0
606916561223024639,0.628838,0
606916561357242367,0.638885,0
606916561491460095,0.635597,0
606916561625677823,0.646617,0
606916561759895551,0.628238,0
606916563102072831,0.661103,0
606916563236290559,0.647891,0
606916563370508287,0.659791,0
606916563504726015,0.649141,0
606916563638943743,0.613722,0
606916563773161471,0.598526,0
606916563907379199,0.661582,0
606916565249556479,0.635809,0
606916565383774207,0.618364,0
606916565517991935,0.592534,0
606916565652209663,0.616868,0
606916565786427391,0.655704,0
606916565920645119,0.636538,0
606916566054862847,0.612596,0
606916567128604671,0.630741,0
606916567397040127,0.681817,0
606916567531257855,0.641778,0
606916567665475583,0.672069,0
606916567799693311,0.650039,0
606916567933911039,0.674987,0
606916568068128767,0.686279,0
606916568202346495,0.692337,0
606916568470781951,0.630899,0
606916568604999679,0.658506,0
606916568739217407,0.623915,0
606916568873435135,0.634546,0
606916569007652863,0.662274,0
606916569141870591,0.641497,0
606916569276088319,0.645096,0
606916569544523775,0.662673,0
606916569678741503,0.654681,0
606916569812959231,0.644241,0
606916569947176959,0.632325,0
606916570081394687,0.675194,0
606916570215612415,0.663324,0
606916570349830143,0.650977,0
606916571692007423,0.805465,0
606916571826225151,0.771724,0
606916571960442879,0.769323,0
606916572094660607,0.807875,0
606916572228878335,0.809672,0
606916572363096063,0.806995,0
606916572497313791,0.761188,0
606916572765749247,0.796143,0
606916572899966975,0.809714,0
606916573034184703,0.814122,0
606916573168402431,0.802315,0
606916573302620159,0.807548,0
606916573436837887,0.80536,0
606916573571055615,0.807804,0
606916573839491071,0.766002,0
606916573973708799,0.740875,0
606916574107926527,0.72014,0
606916574242144255,0.732698,0
606916574376361983,0.750203,0
606916574510579711,0.764242,0
606916574644797439,0.734229,0
606916574913232895,0.787497,0
606916575047450623,0.768912,0
606916575181668351,0.761651,0
606916575315886079,0.743573,0
606916575450103807,0.779327,0
606916575584321535,0.776331,0
606916575718539263,0.774127,0
606916575986974719,0.803978,0
606916576121192447,0.822162,0
606916576255410175,0.784194,0
606916576389627903,0.782292,0
606916576523845631,0.847199,0
606916576658063359,0.850107,0
606916576792281087,0.812813,0
606916577060716543,0.831946,0
606916577194934271,0.837469,0
606916577329151999,0.817688,0
606916577463369727,0.830773,0
606916577597587455,0.834788,0
606916577731805183,0.853152,0
606916577866022911,0.844893,0
606916578134458367,0.753523,0
606916578268676095,0.770234,0
606916578402893823,0.76518,0
606916578537111551,0.790275,0
606916578671329279,0.799457,0
606916578805547007,0.79686,0
606916578939764735,0.765702,0
606916580281942015,0.784082,0
606916580416159743,0.76606,0
606916580550377471,0.775579,0
606916580684595199,0.778944,0
606916580818812927,0.79027,0
606916580953030655,0.784121,0
606916581087248383,0.75816,0
606916581355683839,0.789174,0
606916581624119295,0.761332,0
606916581892554751,0.797687,0
606916582026772479,0.79955,0
606916582160990207,0.767782,0
606916582429425663,0.753417,0
606916582563643391,0.798588,0
606916582697861119,0.782146,0
606916582832078847,0.792485,0
606916582966296575,0.738277,0
606916583100514303,0.76693,0
606916583234732031,0.751085,0
606916583503167487,0.781468,0
606916583771602943,0.817577,0
606916583905820671,0.82105,0
606916584040038399,0.773138,0
606916584174256127,0.770856,0
606916584308473855,0.779041,0
606916584576909311,0.821284,0
606916584711127039,0.810522,0
606916584845344767,0.773585,0
606916584979562495,0.787701,0
606916585113780223,0.828132,0
606916585247997951,0.831368,0
606916585382215679,0.803422,0
606916585650651135,0.840016,0
606916585784868863,0.835963,0
606916585919086591,0.827205,0
606916586053304319,0.820554,0
606916586187522047,0.826128,0
606916586321739775,0.81472,0
606916586455957503,0.837137,0
606916586724392959,0.758554,0
606916586858610687,0.748362,0
606916586992828415,0.758482,0
606916587127046143,0.737555,0
606916587261263871,0.761186,0
606916587395481599,0.758127,0
606916587529699327,0.768982,0
606916588871876607,0.731482,0
606916589006094335,0.749393,0
606916589140312063,0.702828,0
606916589274529791,0.724378,0
606916589408747519,0.722118,0
606916589542965247,0.732253,0
606916589677182975,0.721924,0
606916589945618431,0.777447,0
606916590079836159,0.766361,0
606916590214053887,0.752489,0
606916590348271615,0.753975,0
606916590482489343,0.744221,0
606916590616707071,0.759902,0
606916590750924799,0.743685,0
606916591019360255,0.659292,0
606916591153577983,0.659559,0
606916591287795711,0.659973,0
606916591422013439,0.670586,0
606916591556231167,0.693501,0
606916591690448895,0.693802,0
606916591824666623,0.653138,0
606916592093102079,0.712465,0
606916592227319807,0.704182,0
606916592361537535,0.682059,0
606916592495755263,0.698761,0
606916592629972991,0.724017,0
606916592764190719,0.72119,0
606916592898408447,0.707314,0
606916593166843903,0.731851,0
606916593301061631,0.742027,0
606916593435279359,0.740177,0
606916593569497087,0.746909,0
606916593703714815,0.728651,0
606916593837932543,0.736036,0
606916593972150271,0.724782,0
606916594240585727,0.762251,0
606916594374803455,0.721255,0
606916594509021183,0.751916,0
606916594643238911,0.749358,0
606916594777456639,0.750512,0
606916594911674367,0.759594,0
606916595045892095,0.750258,0
606916595314327551,0.703323,0
606916595448545279,0.692197,0
606916595582763007,0.685234,0
606916595716980735,0.681464,0
606916595851198463,0.704434,0
606916595985416191,0.719569,0
606916596119633919,0.672166,0
606924152309284863,0.0244008,0
606924152577720319,0.028264,0
606924152846155775,0.0240754,0
606924152980373503,0.0245954,0
606924153114591231,0.02823,0
606924154456768511,0.0291138,0
606924154725203967,0.0300022,0
606924154993639423,0.030104,0
606924155262074879,0.0305861,0
606924290016673791,0.0248996,0
606924290285109247,0.02338,0
606924290553544703,0.023777,0
606924292164157439,0.0221297,0
606924292432592895,0.0235696,0
606924292701028351,0.0253681,0
606925195986337791,0.00477158,0
606925196120555519,0.00401568,0
606925196254773247,0.00875959,0
606925196388990975,0.00416563,0
606925196523208703,0.00438028,0
606925196657426431,0.00363041,0
606925196791644159,0.0102209,0
606925197060079615,0.00414421,0
606925197194297343,0.00631672,0
606925197328515071,0.00396459,0
606925197462732799,0.00682913,0
606925197596950527,0.00595723,0
606925197731168255,0.00920022,0
606925197865385983,0.00352038,0
606925198133821439,0.00908221,0
606925198268039167,0.0130926,0
606925198402256895,0.00872062,0
606925198536474623,0.0139137,0
606925198670692351,0.00810722,0
606925198804910079,0.00883064,0
606925198939127807,0.00833042,0
606925199207563263,0.00919224,0
606925199341780991,0.00381756,0
606925199475998719,0.00486065,0
606925199610216447,0.008494,0
606925199744434175,0.00371076,0
606925199878651903,0.00816393,0
606925200012869631,0.00636453,0
606925200281305087,0.0114141,0
606925200415522815,0.0129391,0
606925200549740543,0.0139688,0
606925200683958271,0.00391963,0
606925200818175999,0.00921674,0
606925200952393727,0.013582,0
606925201086611455,0.0118624,0
606925201355046911,0.00542491,0
606925201489264639,0.0059807,0
606925201623482367,0.0116737,0
606925201757700095,0.00573221,0
606925201891917823,0.00579752,0
606925202026135551,0.00531681,0
606925202160353279,0.0138525,0
606925202428788735,0.00679031,0
606925202563006463,0.0106975,0
606925202697224191,0.00508964,0
