h3,species_use_log_pred,plausibility
606916319094243327,0.0762725,0
606916321241726975,0.0822239,0
606916399893315583,0.00167285,0
606916400027533311,0.00167285,0
606916400161751039,0.00167285,0
606916400295968767,0.0019953,0
606916400430186495,0.00183543,0
606916400564404223,0.00158788,0
606916400698621951,0.00221289,0
606916400967057407,0.00384133,0
606916401235492863,0.00228861,0
606916401503928319,0.00345413,0
606916401772363775,0.00136783,0
606916402040799231,0.00179007,0
606916402175016959,0.00157765,0
606916402309234687,0.00146762,0
606916402443452415,0.00146762,0
606916402577670143,0.00146762,0
606916402711887871,0.00179007,0
606916402846105599,0.00179007,0
606916403114541055,0.00135515,0
606916403248758783,0.00595327,0
606916403382976511,0.00127263,0
606916403517194239,0.00124512,0
606916403651411967,0.00224285,0
606916403785629695,0.00202035,0
606916403919847423,0.00157765,0
606916404188282879,0.00219153,0
606916404322500607,0.00299809,0
606916404456718335,0.00214045,0
606916404590936063,0.00222296,0
606916404725153791,0.00199495,0
606916404859371519,0.0016979,0
606916404993589247,0.00170969,0
606916405262024703,0.000547083,0
606916405396242431,0.00436832,0
606916405530460159,0.00115712,0
606916405664677887,0.000867818,0
606916405798895615,0.000926653,0
606916405933113343,0.000547083,0
606916406067331071,0.0017474,0
606916406335766527,0.0019204,0
606916406469984255,0.00200292,0
606916406604201983,0.00423175,0
606916406738419711,0.00146762,0
606916406872637439,0.00249392,0
606916407006855167,0.00214045,0
606916407141072895,0.0025653,0
606916417073184767,0.00146762,0
606916417207402495,0.00116261,0
606916417341620223,0.00321212,0
606916417475837951,0.00146762,0
606916417610055679,0.00184719,0
606916417744273407,0.00146762,0
606916417878491135,0.00146762,0
606916418146926591,0.00146762,0
606916418281144319,0.00146762,0
606916418415362047,0.00116261,0
606916418549579775,0.00146762,0
606916418683797503,0.00146762,0
606916418818015231,0.00146762,0
606916418952232959,0.00146762,0
606916419220668415,0.0018211,0
606916419354886143,0.0018211,0
606916419489103871,0.00201383,0
606916419623321599,0.00146762,0
606916419757539327,0.00153364,0
606916419891757055,0.00146762,0
606916420025974783,0.00146762,0
606916420294410239,0.00225599,0
606916420428627967,0.00146762,0
606916420562845695,0.00116261,0
606916420697063423,0.00146762,0
606916420831281151,0.00186892,0
606916420965498879,0.00186892,0
606916421099716607,0.00146762,0
606916421368152063,0.00184719,0
606916421502369791,0.00214459,0
606916421636587519,0.00184719,0
606916421770805247,0.00214459,0
606916421905022975,0.00234892,0
606916422039240703,0.00205152,0
606916422173458431,0.00205152,0
606916422441893887,0.0019001,0
606916422576111615,0.00157765,0
606916422710329343,0.00146762,0
606916422844547071,0.00176729,0
606916422978764799,0.00168767,0
606916423112982527,0.00211252,0
606916423247200255,0.00206724,0
606916423515635711,0.00360286,0
606916423649853439,0.00327813,0
606916423784071167,0.00146762,0
606916423918288895,0.00146762,0
606916424052506623,0.00146762,0
606916424186724351,0.00153364,0
606916424320942079,0.00372002,0
606916425663119359,0.00176729,0
606916425931554815,0.00155014,0
606916426199990271,0.00146762,0
606916426468425727,0.00146762,0
606916427810603007,0.00146762,0
606916428079038463,0.00146762,0
606916428347473919,0.00146762,0
606916428615909375,0.00146762,0
606916429958086655,0.00146762,0
606916430092304383,0.00124512,0
606916430226522111,0.00146762,0
606916430360739839,0.00116261,0
606916430494957567,0.00146762,0
606916430629175295,0.00151608,0
606916430763393023,0.00146762,0
606916431837134847,0.00124512,0
606916432105570303,0.00146762,0
606916432239788031,0.00146762,0
606916432374005759,0.00146762,0
606916432508223487,0.00155014,0
606916432642441215,0.00146762,0
606916432776658943,0.00146762,0
606916432910876671,0.00186892,0
606916434253053951,0.00202324,0
606916434387271679,0.00296469,0
606916434521489407,0.00351726,0
606916434655707135,0.00538532,0
606916434789924863,0.00137956,0
606916434924142591,0.00160974,0
606916435058360319,0.0032504,0
606916435326795775,0.00151349,0
606916435461013503,0.00070033,0
606916435595231231,0.00153137,0
606916435729448959,0.00103358,0
606916435863666687,0.00136858,0
606916435997884415,0.00114361,0
606916436132102143,0.00116401,0
606916436400537599,0.00589655,0
606916436534755327,0.00471681,0
606916436668973055,0.00235324,0
606916436803190783,0.00280211,0
606916436937408511,0.00665942,0
606916437071626239,0.0116073,0
606916437205843967,0.00828826,0
606916437474279423,0.0102998,0
606916437608497151,0.00203927,0
606916437742714879,0.0032441,0
606916437876932607,0.0017474,0
606916438011150335,0.00206657,0
606916438145368063,0.00130611,0
606916438279585791,0.00711988,0
606916438548021247,0.00496464,0
606916438682238975,0.00382263,0
606916438816456703,0.00349487,0
606916438950674431,0.00125142,0
606916439084892159,0.00417517,0
606916439219109887,0.00417517,0
606916439353327615,0.00216804,0
606916439621763071,0.00214044,0
606916439755980799,0.00245566,0
606916439890198527,0.00275299,0
606916440024416255,0.00214044,0
606916440158633983,0.00194544,0
606916440292851711,0.00245566,0
606916440427069439,0.00225046,0
606916440695504895,0.0024272,0
606916440829722623,0.00334991,0
606916440963940351,0.00235151,0
606916441098158079,0.00644638,0
606916441232375807,0.00173713,0
606916441366593535,0.00164957,0
606916441500811263,0.00299832,0
606916445258907647,0.000806255,0
606916445795778559,0.000806255,0
606916447137955839,0.00178436,0
606916447406391295,0.00685746,0
606916447540609023,0.0019342,0
606916447674826751,0.00229136,0
606916447943262207,0.00148695,0
606916449285439487,0.000547083,0
606916449419657215,0.000452777,0
606916449553874943,0.000613097,0
606916449688092671,0.000452777,0
606916449822310399,0.00070033,0
606916449956528127,0.000452777,0
606916450090745855,0.000518791,0
606916451432923135,0.00307659,0
606916451567140863,0.00350047,0
606916451701358591,0.00388285,0
606916451835576319,0.0042053,0
606916451969794047,0.00225839,0
606916452104011775,0.00183543,0
606916452238229503,0.00273384,0
606916452506664959,0.00282469,0
606916452640882687,0.00183543,0
606916452775100415,0.00557301,0
606916452909318143,0.00321892,0
606916453043535871,0.00176029,0
606916453177753599,0.00170969,0
606916453311971327,0.00215788,0
606916453580406783,0.00195722,0
606916453714624511,0.00227967,0
606916453848842239,0.00249209,0
606916453983059967,0.00249209,0
606916454117277695,0.00428887,0
606916454251495423,0.00407644,0
606916454385713151,0.00461132,0
606916454654148607,0.00424201,0
606916454788366335,0.00445443,0
606916454922584063,0.00250236,0
606916455056801791,0.00250236,0
606916455191019519,0.00368818,0
606916455325237247,0.00309435,0
606916455459454975,0.00439889,0
606916455727890431,0.00737601,0
606916455862108159,0.00464711,0
606916455996325887,0.00257015,0
606916456130543615,0.00239041,0
606916456264761343,0.0082304,0
606916456398979071,0.00916025,0
606916456533196799,0.00804929,0
606916456801632255,0.00726466,0
606916456935849983,0.00498178,0
606916457070067711,0.00243492,0
606916457204285439,0.002152,0
606916457338503167,0.00689437,0
606916457472720895,0.0067514,0
606916457606938623,0.00866817,0
606916457875374079,0.00352937,0
606916458009591807,0.00343007,0
606916458143809535,0.00493377,0
606916458278027263,0.00428887,0
606916458412244991,0.00268983,0
606916458546462719,0.00356934,0
606916458680680447,0.00396185,0
606916537332269055,0.00167195,0
606916537466486783,0.00221354,0
606916537600704511,0.00157765,0
606916537734922239,0.00277099,0
606916537869139967,0.00146762,0
606916538003357695,0.00228017,0
606916538137575423,0.00157765,0
606916538406010879,0.00192669,0
606916538540228607,0.00192669,0
606916538674446335,0.00279671,0
606916538808664063,0.00209173,0
606916538942881791,0.00228017,0
606916539077099519,0.00260322,0
606916539211317247,0.00228017,0
606916539479752703,0.00310389,0
606916539613970431,0.00396005,0
606916539748188159,0.00924919,0
606916539882405887,0.00625641,0
606916540016623615,0.00261384,0
606916540150841343,0.00330002,0
606916540285059071,0.00897995,0
606916540553494527,0.00369718,0
606916540687712255,0.00375023,0
606916540821929983,0.00391604,0
606916540956147711,0.00391604,0
606916541090365439,0.00279671,0
606916541224583167,0.00440987,0
606916541358800895,0.0036346,0
606916541627236351,0.00204525,0
606916541761454079,0.00146762,0
606916541895671807,0.00204525,0
606916542029889535,0.00146762,0
606916542164107263,0.00146762,0
606916542298324991,0.00146762,0
606916542432542719,0.00146762,0
606916542700978175,0.00243161,0
606916542835195903,0.00188711,0
606916542969413631,0.00146762,0
606916543103631359,0.00228017,0
606916543237849087,0.0038664,0
606916543372066815,0.0018211,0
606916543506284543,0.00204525,0
606916543774719999,0.00313056,0
606916543908937727,0.0023,0
606916544043155455,0.0075687,0
606916544177373183,0.00208877,0
606916544311590911,0.00157765,0
606916544445808639,0.00215527,0
606916544580026367,0.00252005,0
606916550217170943,0.00153364,0
606916550485606399,0.00192669,0
606916550619824127,0.00192669,0
606916550754041855,0.00207814,0
606916550888259583,0.00207814,0
606916551022477311,0.00199271,0
606916552364654591,0.00346123,0
606916552633090047,0.00372999,0
606916552767307775,0.00424379,0
606916552901525503,0.00271506,0
606916553035743231,0.00192669,0
606916553169960959,0.00344473,0
606916554512138239,0.0390384,0
606916554646355967,0.0395719,0
606916554780573695,0.0656608,0
606916554914791423,0.0534294,0
606916555049009151,0.0360702,0
606916555183226879,0.0389054,0
606916555317444607,0.0695192,0
606916555585880063,0.0244457,0
606916555720097791,0.0204627,0
606916555854315519,0.0327859,0
606916555988533247,0.0223478,0
606916556122750975,0.0212853,0
606916556256968703,0.0133418,0
606916556391186431,0.0434699,0
606916556659621887,0.0542327,0
606916556793839615,0.0533279,0
606916556928057343,0.0827025,0
606916557062275071,0.080166,0
606916557196492799,0.0516622,0
606916557330710527,0.0562575,0
606916557464928255,0.0490244,0
606916557733363711,0.044334,0
606916557867581439,0.0342944,0
606916558001799167,0.0435987,0
606916558136016895,0.048219,0
606916558270234623,0.0382435,0
606916558404452351,0.0285733,0
606916558538670079,0.0456168,0
606916558807105535,0.047688,0
606916558941323263,0.0397219,0
606916559075540991,0.0821929,0
606916559209758719,0.0549576,0
606916559343976447,0.0349559,0
606916559478194175,0.0348666,0
606916559612411903,0.0523179,0
606916559880847359,0.0346535,0
606916560015065087,0.0131149,0
606916560149282815,0.038874,0
606916560283500543,0.0359782,0
606916560417718271,0.0153844,0
606916560551935999,0.0109763,0
606916560686153727,0.0338431,0
606916560954589183,0.0884204,0
606916561088806911,0.0961882,0
606916561223024639,0.0511958,0
606916561357242367,0.0525998,0
606916561491460095,0.0879509,0
606916561625677823,0.0978784,0
606916561759895551,0.0543184,0
606916563102072831,0.0257403,0
606916563236290559,0.0201288,0
606916563370508287,0.0338776,0
606916563504726015,0.0246649,0
606916563638943743,0.0203613,0
606916563773161471,0.0182163,0
606916563907379199,0.0331144,0
606916565249556479,0.0554694,0
606916565383774207,0.0652096,0
606916565517991935,0.0584663,0
606916565652209663,0.0719623,0
606916565786427391,0.0502251,0
606916565920645119,0.0451708,0
606916566054862847,0.0519918,0
606916567128604671,0.0369042,0
606916567397040127,0.0130492,0
606916567531257855,0.0123723,0
606916567665475583,0.0212181,0
606916567799693311,0.0243075,0
606916567933911039,0.00622142,0
606916568068128767,0.00612148,0
606916568202346495,0.0120887,0
606916568470781951,0.00513502,0
606916568604999679,0.00567881,0
606916568739217407,0.0105996,0
606916568873435135,0.00883445,0
606916569007652863,0.00520036,0
606916569141870591,0.00531015,0
606916569276088319,0.00650262,0
606916569544523775,0.0355455,0
606916569678741503,0.0480293,0
606916569812959231,0.0372372,0
606916569947176959,0.0496491,0
606916570081394687,0.0281871,0
606916570215612415,0.0327799,0
606916570349830143,0.0407338,0
606916571692007423,0.00146762,0
606916571826225151,0.00146762,0
606916571960442879,0.00146762,0
606916572094660607,0.00146762,0
606916572228878335,0.00146762,0
606916572363096063,0.00204525,0
606916572497313791,0.00204525,0
606916572765749247,0.00146762,0
606916572899966975,0.00146762,0
606916573034184703,0.00146762,0
606916573168402431,0.00146762,0
606916573302620159,0.00146762,0
606916573436837887,0.00146762,0
606916573571055615,0.00176502,0
606916573839491071,0.00146762,0
606916573973708799,0.00266629,0
606916574107926527,0.00364609,0
606916574242144255,0.00146762,0
606916574376361983,0.00146762,0
